proj_id,fund_code,management,retail_type,term_flag
M0625_2562,PRINCIPAL iPROPEN,AM,R,N
M0653_2554,PRINCIPAL APDI,SM,R,N
M0654_2550,BTP6M4,-,R,N
M0657_2548,CIMB-PRINCIPAL (FAM) GAF,SM,R,N
M0670_2557,CIMB-PRINCIPAL TG3+3P,-,R,N
M0694_2559,PRINCIPAL TDIF,AM,R,N
M0715_2555,PRINCIPAL iFIXED,SM,R,N
M0726_2557,CIMB-PRINCIPAL INEQ 3+3,SM,R,N
M0760_2557,CIMB-PRINCIPAL APDI 3+3,-,R,N
M0761_2557,CIMB-PRINCIPAL APDI 2X4,-,R,N
M0762_2558,PRINCIPAL GIF,SM,R,N
M0791_2556,PRINCIPAL JEQ,AM,R,N
M0795_2547,PRINCIPAL ELTF,SM,R,N
M0803_2555,CIMB-PRINCIPAL TG8P3,SM,R,N
M0805_2554,PRINCIPAL BARMF,SM,R,N
M0821_2548,PRINCIPAL PRMF,AM,R,N
M0830_2547,PRINCIPAL AARMF,AM,R,N
M0872_2554,CIMB-PRINCIPAL TG8P,-,R,N
M0888_2555,PRINCIPAL iPROPRMF,AM,R,N
M0912_2553,CIMB-PRINCIPAL (FAM) ACF,-,R,N
M0939_2553,PRINCIPAL iPROP,AM,R,N
M0969_2556,CIMB-PRINCIPAL USEQ,-,R,N
M0976_2556,PRINCIPAL KEQ,SM,R,N
M1142_2557,PRINCIPAL APDIRMF,SM,R,N
M1172_2557,CIMB-PRINCIPAL MSCEQ,-,R,N
M1218_2557,PRINCIPAL DPLUS,AM,R,N
M0017_2551,S-DPF,-,R,N
M0020_2555,S-FR 6M1,-,R,N
M0024_2552,S-MMF,AM,R,N
M0062_2555,S-FR 6M2,-,R,N
M0121_2554,S-FR 4M3,-,R,N
M0177_2560,S-SETSCOPE,AM,R,N
M0193_2554,S-FR 4M4,-,R,N
M0245_2553,S-OIL,-,R,N
M0257_2550,EP-LTF,AM,R,N
M0319_2550,FP-DF,-,R,N
M0359_2552,I-EQRMF,AM,R,N
M0438_2551,S-FRMF,AM,R,N
M0445_2556,S-MS 8RT,-,R,N
M0496_2554,Sâ€“GOLD,-,R,N
M0600_2552,S-FI 9R,-,R,N
M0657_2554,S-FR 4M2,-,R,N
M0866_2557,S-EQSTAR,AM,R,N
M0877_2554,S-FR 3M1,BH,R,N
M0991_2553,S-FR 4M1,-,R,N
M1143_2557,S-Trig 3+3#2,AM,R,N
M0087_2563,PBOND,AM,R,N
M0098_2551,PFIXRMF,AM,R,N
M0173_2553,PHR,-,R,N
M0244_2550,P-LTF,AM,R,N
M0249_2561,PWIN,AM,R,N
M0281_2550,PCASH,AM,R,N
M0377_2550,PAP,-,R,N
M0430_2556,PEQ,AM,R,N
M0528_2550,PFIX,-,R,N
M0557_2551,PMIXRMF,AM,R,N
M0027_2559,MS-GAA,OT,R,N
M0043_2561,MN-USBANK,AM,R,N
M0043_2562,MN-AEPLUS,OT,R,N
M0114_2557,MS-EUROPE,OT,R,N
M0125_2553,MS-ASIAN SM,OT,R,N
M0131_2558,MS-INDIA,OT,R,N
M0133_2561,MN-USBANK,OT,R,N
M0202_2561,MN-STABLE,OT,R,N
M0207_2561,MN-BALANCE,OT,R,N
M0209_2561,MN-DYNAMIC,OT,R,N
M0225_2550,MS-CHINA VALUE,OT,R,N
M0234_2550,MS-CORE LTF-M,AM,R,N
M0235_2550,MS-CORE EQ,AM,R,N
M0284_2550,MS-EQ VALUE,-,R,N
M0285_2560,MN-APREIT,AM,R,N
M0318_2551,MS-GLB RES,-,R,N
M0376_2557,MS-ASM RMF,OT,R,N
M0390_2550,MS-EE EURO,OT,R,N
M0493_2557,MS-HCARE,OT,R,N
M0500_2554,MS-BALANCE,-,R,N
M0521_2550,MS-MONEY,AM,R,N
M0554_2555,MS-AMERICAN,OT,R,N
M0595_2551,MS-EQ DIV,AM,R,N
M0596_2551,MS-LATAM,-,R,N
M0597_2557,MS-APEQ INCOME,-,R,N
M0721_2551,MS-FLEX RMF,AM,R,N
M0967_2555,MS-EQ INCOME,-,R,N
M0096_2559,M-EUR,AM,R,N
M0486_2558,M-USA,-,R,N
M0554_2553,KECASH,-,R,N
M0665_2557,M-AEF,-,R,N
M0708_2557,M-MMF,-,R,N
M0750_2557,MUS,-,R,N
M0751_2557,MEU,-,R,N
M0752_2557,MEM,-,R,N
M0753_2557,MJP,-,R,N
M0024_2561,LHEURO,OT,R,N
M0031_2561,LHEM-E,OT,R,N
M0058_2563,LHWPLUS,AM,R,N
M0059_2561,LHDIGITAL,OT,R,N
M0062_2560,LHSTRATEGY,AM,R,N
M0079_2556,LHFI3M6R,-,R,N
M0113_2556,LHGROWTH,AM,R,N
M0116_2556,LHFI3M7R,-,R,N
M0121_2561,LHGFIN,OT,R,N
M0135_2563,LHSMARTDSSF,AM,R,N
M0137_2558,LHPROUD,-,R,N
M0144_2556,LHFL,AM,R,N
M0163_2559,LHPROPINFRA,AM,R,N
M0181_2555,LHPF,-,R,N
M0195_2559,LHIP,AM,R,N
M0195_2561,LHGEQ,OT,R,N
M0204_2559,LHPROPA,AM,R,N
M0215_2560,LHASIA-EXJSM,OT,R,N
M0220_2559,LHSMART,AM,R,N
M0228_2563,LHCHINA,OT,R,N
M0288_2561,LHGMA,OT,R,N
M0290_2559,LHSELECT,AM,R,N
M0315_2560,LHGINCOME,AM,R,N
M0322_2560,LHSELECT,AM,R,N
M0324_2559,LHGOLD,OT,R,N
M0330_2559,LHENERGY,AM,R,N
M0344_2555,LHFI2M3R,-,R,N
M0377_2558,LHMS,-,R,N
M0391_2559,LHASIA EX-JP,OT,R,N
M0404_2549,QHPF,-,R,N
M0413_2558,LHMSFL,AM,R,N
M0425_2560,LHGLIFE-E,OT,R,N
M0433_2555,LHDEBT,AM,R,N
M0435_2559,LHSMARTLTF,AM,R,N
M0451_2554,LHFI3M1R,BH,R,N
M0491_2560,LHTOPPICK,AM,R,N
M0496_2555,LHEQD,AM,R,N
M0500_2560,LHGINCOMERMF,AM,R,N
M0503_2561,LHEQDPLUS,AM,R,N
M0504_2559,LHSTPLUS,AM,R,N
M0517_2562,LHOPP,AM,R,N
M0524_2558,LHPROP-I,AM,R,N
M0526_2555,QHHR,-,R,N
M0545_2556,LHTPROP,AM,R,N
M0556_2558,LHB-SECTOR,-,R,N
M0563_2562,LHPROP-G,OT,R,N
M0567_2559,LHACTLTF,AM,R,N
M0579_2560,LHINDIA-E,AM,R,N
M0582_2560,LHSTGLTF,AM,R,N
M0617_2558,LHJAP-E,OT,R,N
M0626_2558,LHTPROPRMF,AM,R,N
M0645_2555,LHGOV,AM,R,N
M0658_2560,LHROBOT-E,OT,R,N
M0685_2554,LHFI3M2R,BH,R,N
M0704_2554,LHFI3M3R,-,R,N
M0706_2554,LHFI3M4R,-,R,N
M0709_2554,LHPP1,-,R,N
M0714_2554,LHGR1,-,R,N
M0727_2556,LHFI3M8R,-,R,N
M0746_2554,LHFI2M1R,-,R,N
M0756_2556,LHTRIG3+4S2,-,R,N
M0776_2556,LHFFI3M1R,-,R,N
M0816_2554,LHFI2M2R,-,R,N
M0881_2554,LHMM,AM,R,N
M0885_2555,LHFLRMF,AM,R,N
M0890_2555,LHGOVRMF,AM,R,N
M0967_2556,LHFIP3M1,-,R,N
M0988_2555,LHFI3M5R,-,R,N
M0016_2563,BCAP-USND100,OT,R,N
M0096_2562,BCAP-GW25,AM,R,N
M0146_2562,BCAP-GW10,AM,R,N
M0147_2562,BCAP-GW50,AM,R,N
M0148_2562,BCAP-GW75,AM,R,N
M0149_2562,BCAP-GW90,AM,R,N
M0186_2563,BCAP-GTAC,AM,R,N
M0439_2562,BCAP-MFIX,AM,R,N
M0462_2562,BCAP-GFIO,AM,R,N
M0590_2562,BCAP-GFIA,AM,R,N
M0619_2562,BCAP-GE,AM,R,N
M0697_2562,BCAP-GPROP,AM,R,N
M0699_2562,BCAP-TEQ,AM,R,N
M0071_2561,TLDIVEQ-D,AM,R,N
M0485_2560,TLEQ-THAICG,AM,R,N
M0532_2559,TLFLEX,AM,R,N
M0585_2559,TLLTFEQ,AM,R,N
M0596_2559,TLFLEXRMF,AM,R,N
M0598_2559,TLEQRMF,AM,R,N
M0614_2560,TLDIVLTF-D,AM,R,N
M0616_2560,TLDIVRMF,AM,R,N
M0628_2559,TLMMRMF,AM,R,N
M0669_2559,TLMMF,AM,R,N
M0681_2559,TLEQ,AM,R,N
M0683_2559,TLMSEQ,AM,R,N
M0024_2563,WE-EM8M,AM,R,N
M0027_2563,WE-TRBOND,OT,R,N
M0105_2562,WE-MONEY,SM,R,N
M0105_2563,WE-GIHEALTH,AM,R,N
M0113_2563,WE-GEDUCATION,OT,R,N
M0137_2562,WE-INCOME,AM,R,N
M0203_2562,WE-US6M,AM,R,N
M0246_2562,WE-CHINA6M,AM,R,N
M0252_2562,WE-GTECH,OT,R,N
M0310_2562,WE-INDIA9M,AM,R,N
M0318_2562,WE-GTECH8M,AM,R,N
M0354_2562,WE-GA5M,AM,R,N
M0498_2562,WE-MULTI,OT,R,N
M0547_2562,WE-GOLD,OT,R,N
M0601_2562,WE-GSECURE,OT,R,N
M0641_2562,WE-USREIT,OT,R,N
M0683_2562,WE-GEQUITY,OT,R,N
M0737_2562,WE-THEQ,AM,R,N
